Date,Close,High,Low,Open,Volume,% Change,7d MA
2024-09-26,2.5850000381469727,2.690000057220459,2.5239999294281006,2.640000104904175,187374,,
2024-09-27,2.9019999504089355,2.931999921798706,2.7200000286102295,2.74399995803833,224258,12.2630525177555,
2024-09-30,2.9230000972747803,2.947999954223633,2.865000009536743,2.8989999294281006,156783,0.7236439429602948,
2024-10-01,2.8959999084472656,2.941999912261963,2.825000047683716,2.9070000648498535,161084,-0.9237149479634943,
2024-10-02,2.885999917984009,3.0,2.869999885559082,2.8980000019073486,162673,-0.34530354901214366,
2024-10-03,2.9700000286102295,2.98799991607666,2.9000000953674316,2.9210000038146973,133170,2.9106068265205787,
2024-10-04,2.8540000915527344,3.0190000534057617,2.8310000896453857,2.9709999561309814,173745,-3.905721748823543,2.859428576060704
2024-10-07,2.746000051498413,2.8389999866485596,2.7049999237060547,2.8269999027252197,216871,-3.7841638608905326,2.8824285779680525
2024-10-08,2.7330000400543213,2.7809998989105225,2.6989998817443848,2.7330000400543213,162513,-0.47341628551674786,2.858285733631679
2024-10-09,2.6600000858306885,2.7239999771118164,2.631999969482422,2.7090001106262207,190644,-2.6710557319341244,2.82071430342538
2024-10-10,2.674999952316284,2.700000047683716,2.5880000591278076,2.6470000743865967,188461,0.5639047369019767,2.7891428811209544
2024-10-11,2.631999969482422,2.7269999980926514,2.615000009536743,2.687000036239624,150928,-1.6074760224436102,2.752857174192156
2024-10-14,2.49399995803833,2.625,2.4760000705718994,2.624000072479248,139692,-5.2431615898243855,2.6848571641104564
2024-10-15,2.497999906539917,2.549999952316284,2.444999933242798,2.4820001125335693,156441,0.1603828616233427,2.633999994822911
2024-10-16,2.367000102996826,2.496999979019165,2.3580000400543213,2.48799991607666,173482,-5.244187687922864,2.57985714503697
2024-10-17,2.3469998836517334,2.4170000553131104,2.3380000591278076,2.377000093460083,135847,-0.8449606453236225,2.524714265550886
2024-10-18,2.257999897003174,2.369999885559082,2.247999906539917,2.3489999771118164,164160,-3.792074608460705,2.4672856671469554
2024-10-21,2.312000036239624,2.36899995803833,2.2100000381469727,2.2200000286102295,154025,2.3915031753597216,2.415428536278861
2024-10-22,2.311000108718872,2.375,2.2709999084472656,2.364000082015991,198772,-0.04324945956222237,2.3695714133126393
2024-10-23,2.3420000076293945,2.441999912261963,2.257999897003174,2.3010001182556152,145225,1.3414062073630717,2.3478571346827914
2024-10-24,2.5220000743865967,2.5820000171661377,2.372999906539917,2.4000000953674316,139719,7.68574151028294,2.3512857300894603
2024-10-25,2.559999942779541,2.5789999961853027,2.4600000381469727,2.5309998989105225,67455,1.506735419196481,2.378857135772705
2024-10-28,2.309000015258789,2.5160000324249268,2.2679998874664307,2.505000114440918,89409,-9.80468488793116,2.3734285831451416
2024-10-29,2.3459999561309814,2.3910000324249268,2.200000047683716,2.259000062942505,143883,1.6024227209910036,2.3860000201634
2024-10-30,2.8450000286102295,2.9189999103546143,2.7699999809265137,2.9049999713897705,162834,21.27025071655151,2.4621428762163435
2024-10-31,2.7070000171661377,2.8299999237060547,2.687999963760376,2.812999963760376,185486,-4.850615467708952,2.51871429170881
2024-11-01,2.6630001068115234,2.7239999771118164,2.631999969482422,2.7019999027252197,166422,-1.6254122672919702,2.5645714487348283
2024-11-04,2.7809998989105225,2.7950000762939453,2.5139999389648438,2.559999942779541,201168,4.431084767784066,2.601571423666818
2024-11-05,2.6700000762939453,2.818000078201294,2.6510000228881836,2.7890000343322754,153934,-3.99136377746947,2.61728572845459
2024-11-06,2.746999979019165,2.7960000038146973,2.6600000858306885,2.678999900817871,157298,2.88389140543015,2.679857151848929
2024-11-07,2.693000078201294,2.7780001163482666,2.6559998989105225,2.7109999656677246,165551,-1.9657772562907794,2.729428597858974
2024-11-08,2.6689999103546143,2.747999906539917,2.6429998874664307,2.694000005722046,158000,-0.891205612690138,2.7042857238224576
2024-11-11,2.9200000762939453,2.9560000896453857,2.7690000534057617,2.7699999809265137,252383,9.404277795797377,2.7347143036978587
2024-11-12,2.9070000648498535,3.013000011444092,2.8550000190734863,2.9519999027252197,245266,-0.4452058597406383,2.769571440560477
2024-11-13,2.9830000400543213,3.0199999809265137,2.8299999237060547,2.9140000343322754,218400,2.6143781736858385,2.7984286035810197
2024-11-14,2.7850000858306885,2.984999895095825,2.759000062942505,2.9809999465942383,209678,-6.63761151743153,2.814857176371983
2024-11-15,2.822999954223633,2.8429999351501465,2.687999963760376,2.765000104904175,181092,1.364447656080059,2.825714315686907
2024-11-18,2.9730000495910645,2.9769999980926514,2.8320000171661377,2.924999952316284,188338,5.313499744943639,2.8657143115997314
2024-11-19,2.997999906539917,3.058000087738037,2.9049999713897705,2.9509999752044678,211932,0.8408966206472579,2.9127143110547746
2024-11-20,3.193000078201294,3.236999988555908,2.941999912261963,2.9619998931884766,225693,6.504342152779863,2.9517143113272533
2024-11-21,3.3389999866485596,3.4509999752044678,3.194999933242798,3.2160000801086426,192156,4.572499369605754,3.0134285858699252
2024-11-22,3.128999948501587,3.562999963760376,3.071000099182129,3.390000104904175,95807,-6.2893093437162655,3.0342857156481062
2024-11-25,3.36899995803833,3.4609999656677246,3.2639999389648438,3.3559999465942383,108485,7.670182597851238,3.1177142688206265
2024-11-26,3.430999994277954,3.5,3.255000114440918,3.3299999237060547,222049,1.840309795543149,3.204571417399815
2024-11-27,3.2039999961853027,3.4700000286102295,3.188999891281128,3.4679999351501465,214291,-6.6161468513911466,3.2375714097704207
2024-11-29,3.36299991607666,3.384000062942505,3.174999952316284,3.194999933242798,163060,4.96254432211809,3.2897142682756697
2024-12-02,3.2130000591278076,3.2790000438690186,3.1480000019073486,3.2200000286102295,208653,-4.460299158254077,3.292571408408029
2024-12-03,3.0420000553131104,3.2170000076293945,3.0299999713897705,3.2070000171661377,184347,-5.322128872326148,3.250142846788679
2024-12-04,3.0429999828338623,3.0880000591278076,2.9769999980926514,3.0480000972747803,171700,0.032870726580225273,3.2378571374075755
2024-12-05,3.0789999961853027,3.1549999713897705,3.0350000858306885,3.071000099182129,183885,1.1830434950549806,3.1964285714285716
2024-12-06,3.0759999752044678,3.1080000400543213,3.003999948501587,3.0869998931884766,188687,-0.09743491343137123,3.145714282989502
2024-12-09,3.181999921798706,3.3239998817443848,3.13700008392334,3.259999990463257,258430,3.446032101713281,3.142571415219988
2024-12-10,3.1630001068115234,3.193000078201294,3.069000005722046,3.188999891281128,233880,-0.597102936961813,3.1140000138963972
2024-12-11,3.378000020980835,3.4040000438690186,3.180999994277954,3.193000078201294,276534,6.797341350267705,3.1375714370182584
2024-12-12,3.4549999237060547,3.559000015258789,3.2820000648498535,3.364000082015991,328089,2.2794524051797493,3.19657141821725
2024-12-13,3.2799999713897705,3.489000082015991,3.2639999389648438,3.4579999446868896,213643,-5.065121741842704,3.230428559439523
2024-12-16,3.2139999866485596,3.253000020980835,3.1449999809265137,3.2100000381469727,172230,-2.012194674295864,3.249714272362845
2024-12-17,3.308000087738037,3.3940000534057617,3.0910000801086426,3.2269999980926514,229155,2.924707575605723,3.2828571455819264
2024-12-18,3.374000072479248,3.440999984741211,3.312000036239624,3.368000030517578,193391,1.9951627264417793,3.31028573853629
2024-12-19,3.5840001106262207,3.6459999084472656,3.3910000324249268,3.4049999713897705,195546,6.2240673869536245,3.370428596224104
2024-12-20,3.747999906539917,3.828000068664551,3.553999900817871,3.631999969482422,221930,4.575887021528047,3.423285722732544
2024-12-23,3.6559998989105225,3.944000005722046,3.5810000896453857,3.86899995803833,125622,-2.4546427407552196,3.452000004904611
2024-12-24,3.946000099182129,3.9579999446868896,3.6659998893737793,3.694999933242798,66852,7.932171999184834,3.547142880303519
2024-12-26,3.7149999141693115,4.010000228881836,3.6519999504089355,3.9700000286102295,67209,-5.854033938334058,3.618714298520769
2024-12-27,3.5139999389648438,3.88700008392334,3.369999885559082,3.7070000171661377,189959,-5.410497438716955,3.6481428486960277
2024-12-30,3.936000108718872,4.201000213623047,3.6480000019073486,3.6570000648498535,374324,12.009111470797041,3.7284285681588307
2024-12-31,3.632999897003174,4.01200008392334,3.5769999027252197,3.9149999618530273,184552,-7.698175898026626,3.7354285376412526
2025-01-02,3.6600000858306885,3.8010001182556152,3.5409998893737793,3.6559998989105225,156670,0.7431926670239397,3.7228571346827914
2025-01-03,3.3540000915527344,3.680000066757202,3.3299999237060547,3.6689999103546143,188094,-8.360655385299076,3.6797143050602505
2025-01-06,3.671999931335449,3.7260000705718994,3.502000093460083,3.553999900817871,228124,9.481211422254221,3.640571423939296
2025-01-07,3.4489998817443848,3.73799991607666,3.427000045776367,3.7049999237060547,182148,-6.072986213536302,3.602571419307164
2025-01-08,3.6510000228881836,3.694000005722046,3.427000045776367,3.447999954223633,189259,5.856774371405149,3.622142859867641
2025-01-09,3.7009999752044678,3.8299999237060547,3.552000045776367,3.681999921798706,145203,1.3694864969277853,3.588571412222726
2025-01-10,3.989000082015991,4.01800012588501,3.684999942779541,3.7090001106262207,229112,7.781683565010367,3.639428581510271
2025-01-13,3.934000015258789,4.36899995803833,3.8450000286102295,4.3470001220703125,195514,-1.3787933222955906,3.6785714285714284
2025-01-14,3.9679999351501465,4.059000015258789,3.7360000610351562,3.930000066757202,167416,0.8642582551978251,3.7662856919424876
2025-01-15,4.083000183105469,4.140999794006348,3.8589999675750732,3.9549999237060547,169338,2.8981917801107704,3.8250000136239186
2025-01-16,4.257999897003174,4.328000068664551,4.01800012588501,4.130000114440918,193018,4.286056969133001,3.9405714443751743
2025-01-17,3.947999954223633,4.308000087738037,3.9100000858306885,4.28000020980835,204277,-7.280412171867878,3.983000005994524
2025-01-21,3.75600004196167,3.9140000343322754,3.7190001010894775,3.815000057220459,209907,-4.863219718545297,3.9908571583884105
2025-01-22,3.9600000381469727,4.008999824523926,3.7109999656677246,3.7860000133514404,128783,5.431309741912527,3.9867142949785506
2025-01-23,3.944999933242798,4.047999858856201,3.8610000610351562,4.000999927520752,120839,-0.37879052423428483,3.988285711833409
2025-01-24,4.0269999504089355,4.050000190734863,3.808000087738037,3.933000087738037,87568,2.078580951932585,3.9967142854418074
2025-01-27,3.697000026702881,3.8269999027252197,3.6089999675750732,3.7850000858306885,66940,-8.194684076729219,3.9415714059557234
2025-01-28,3.4709999561309814,3.7200000286102295,3.3610000610351562,3.6989998817443848,63816,-6.113066511753706,3.8291428429739818
2025-01-29,3.5350000858306885,3.5880000591278076,3.312999963760376,3.3350000381469727,167840,1.84385279483108,3.7701428617749895
2025-01-30,3.046999931335449,3.240000009536743,3.0350000858306885,3.174999952316284,201741,-13.804813087594713,3.6688571316855296
2025-01-31,3.0439999103546143,3.118000030517578,2.990000009536743,3.0810000896453857,138212,-0.09845818997180622,3.5379999705723355
2025-02-03,3.3519999980926514,3.4070000648498535,3.2300000190734863,3.2300000190734863,273510,10.11826862051899,3.4532856941223145
2025-02-04,3.253000020980835,3.3499999046325684,3.1679999828338623,3.3269999027252197,182531,-2.953459939383929,3.3427142756325856
2025-02-05,3.359999895095825,3.375,3.1610000133514404,3.2290000915527344,170256,3.2892675507185443,3.2945713996887207
2025-02-06,3.4079999923706055,3.434000015258789,3.302999973297119,3.3550000190734863,177672,1.4285743682563856,3.28557140486581
2025-02-07,3.309000015258789,3.434999942779541,3.2960000038146973,3.380000114440918,188698,-2.9049289123663447,3.253285680498396
2025-02-10,3.444000005722046,3.486999988555908,3.3519999980926514,3.4059998989105225,203924,4.079782104585417,3.309999976839338
2025-02-11,3.5190000534057617,3.5759999752044678,3.430999994277954,3.441999912261963,219162,2.1777017293584944,3.377857140132359
2025-02-12,3.565000057220459,3.5829999446868896,3.4690001010894775,3.509999990463257,194725,1.3071896310481002,3.4082857200077603
2025-02-13,3.628000020980835,3.7860000133514404,3.5829999446868896,3.5910000801086426,305899,1.767179880762626,3.4618571485791887
2025-02-14,3.7249999046325684,3.8010001182556152,3.634999990463257,3.6500000953674316,201102,2.6736461711901915,3.5140000070844377
2025-02-18,4.006999969482422,4.017000198364258,3.553999900817871,3.614000082015991,300505,7.570471733412565,3.5995714323861256
2025-02-19,4.28000020980835,4.394000053405762,3.947000026702881,4.013000011444092,338827,6.8130831645898615,3.7382857458932057
2025-02-20,4.1519999504089355,4.47599983215332,4.033999919891357,4.38100004196167,211817,-2.990660119737365,3.83942859513419
2025-02-21,4.234000205993652,4.443999767303467,4.1479997634887695,4.173999786376953,164320,1.9749580097331298,3.9415714740753174
2025-02-24,3.99399995803833,4.090000152587891,3.9059998989105225,4.065000057220459,82872,-5.668404257883076,4.002857174192156
2025-02-25,4.173999786376953,4.185999870300293,3.934999942779541,3.986999988555908,91529,4.506755889577696,4.080857140677316
2025-02-26,3.9059998989105225,4.211999893188477,3.859999895095825,4.130000114440918,172826,-6.420697201306169,4.106714282717023
2025-02-27,3.934000015258789,4.065000057220459,3.878000020980835,3.9660000801086426,171402,0.7168488753949154,4.096285717827933
2025-02-28,3.8340001106262207,3.9539999961853027,3.813999891281128,3.938999891281128,141989,-2.5419396096771574,4.032571417944772
2025-03-03,4.122000217437744,4.172999858856201,3.742000102996826,3.7790000438690186,269838,7.511739658361227,4.02828574180603
2025-03-04,4.349999904632568,4.551000118255615,4.056000232696533,4.168000221252441,350513,5.531287607174118,4.0448571273258755
2025-03-05,4.449999809265137,4.51800012588501,4.2270002365112305,4.316999912261963,224571,2.298848432756806,4.10999996321542
2025-03-06,4.302000045776367,4.4710001945495605,4.254000186920166,4.466000080108643,202475,-3.3258375243213734,4.128285714558193
2025-03-07,4.39900016784668,4.426000118255615,4.131999969482422,4.285999774932861,211901,2.254768039008881,4.1987143244062155
2025-03-10,4.491000175476074,4.901000022888184,4.447000026702881,4.4670000076293945,221480,2.0913844991833352,4.278285775865827
2025-03-11,4.453000068664551,4.5879998207092285,4.334000110626221,4.460999965667725,192161,-0.8461390631652632,4.366714341299875
2025-03-12,4.084000110626221,4.379000186920166,4.0289998054504395,4.3460001945495605,224052,-8.286547324240058,4.361285754612514
2025-03-13,4.111000061035156,4.195000171661377,3.9549999237060547,4.0320000648498535,227071,0.6611153202147113,4.327142919812884
2025-03-14,4.104000091552734,4.140999794006348,3.9619998931884766,4.039999961853027,144405,-0.17027412742629533,4.277714388711112
2025-03-17,4.01800012588501,4.2179999351501465,3.9769999980926514,4.124000072479248,153362,-2.0955156858972424,4.237142971583775
2025-03-18,4.052000045776367,4.127999782562256,3.9700000286102295,4.002999782562256,171724,0.8461901151351592,4.1875715255737305
2025-03-19,4.247000217437744,4.258999824523926,4.046000003814697,4.052000045776367,149299,4.812442484166235,4.152714388711112
2025-03-20,3.9749999046325684,4.247000217437744,3.9549999237060547,4.209000110626221,185932,-6.404527875660815,4.084428650992257
2025-03-21,3.9800000190734863,4.045000076293945,3.864000082015991,3.9609999656677246,125273,0.12578904555671233,4.069571495056152
2025-03-24,3.9140000343322754,4.01200008392334,3.861999988555908,3.880000114440918,78987,-1.6582910659526884,4.041428634098598
2025-03-25,3.888000011444092,3.9079999923706055,3.8570001125335693,3.865999937057495,809,-0.6642826433347016,4.010571479797363
